orig_book_index	orig_chapter	orig_verse	text
44N	24	4	דלא דינ נלאיכ בסגיאתא בעא אנא מנכ דתשׁמע למכיכותנ בפסיקתא ܀
44N	24	5	אשׁכחנ גיר לגברא הנא דאיתוהי משׁחטנא ומעיר שׁגושׁיא לכלהונ יהודיא דבכלה ארעא רשׁא הו גיר דיולפנא דנצריא ܀
44N	24	6	ולהיכלנ צבא למסיבו וכד אחדניהי בעינ דנדוניוהי איכ דבנמוסנ ܀
44N	24	7	אתא דינ לוסיוס כלירכא ובקטירא סגיאא מנ אידינ אעדיה ולכ שׁדרה ܀
44N	24	8	ופקד לקטרגנוהי דנאתונ לותכ ומשׁכח אנת כד משׁאל אנת לה דתאלפ מנה על כלהינ הלינ דמקטרגיננ לה ܀
44N	24	9	אריבו דינ עלוהי אפ הנונ יהודיא כד אמרינ דהלינ הכנא אנינ ܀
44N	24	10	ורמז הגמונא לפולוס דנמלל וענא פולוס ואמר מנ שׁניא סגיאתא ידע אנא דאיתיכ דינא דעמא הנא ומטל הנא חדיאית נפק אנא רוחא על אפי נפשׁי ܀
44N	24	11	כד משׁכח אנת למדע דלית לי יתיר מנ תרעסר יומינ דסלקת לאורשׁלמ למסגד ܀
44N	24	12	ולא אשׁכחוני דממלל אנא עמ אנשׁ בהיכלא ואפלא כנשׁא דכנשׁ אנא לא בכנושׁתהונ ולא במדינתא ܀
44N	24	13	ולא דנחוונ מטיא באידיהונ קדמיכ על מדמ דהשׁא מקטרגינ לי ܀
44N	24	14	ברמ דינ הדא מודא אנא דבה בהנא יולפנא דאמרינ בה פלח אנא לאלהא דאבהי כד מהימנ אנא לכלהינ דכתיבנ בנמוסא ובנביא ܀
44N	24	15	וכד אית לי סברא על אלהא אינא דאפ הנונ הלינ מסברינ דעתידא דתהוא קימתא דמנ בית מיתא דכאנא ודעולא ܀
44N	24	16	מטל הנא אפ עמל אנא דתארתא דכיתא תהוא לי קדמ אלהא וקדמ בני אנשׁא אמינאית ܀
44N	24	17	לשׁנינ דינ סגיאנ אתית לות בני עמא דילי דאתל זדקתא ואקרב קורבנא ܀
44N	24	18	ואשׁכחוני הלינ בהיכלא כד מדכי אנא לא עמ כנשׁא אפלא בשׁגושׁיא ܀
44N	24	19	אלא אנ דשׁגשׁו אנשׁינ יהודיא דאתו מנ אסיא אילינ דולא הוא דנקומונ עמי קדמיכ ונקטרגונ מדמ דאית להונ ܀
44N	24	20	או הנונ הלינ נאמרונ מנא אשׁכחו בי סכלותא כד קמת קדמ כנשׁהונ ܀
44N	24	21	אלא אנ הדא חדא מלתא דקעית כד קאמ אנא בינתהונ דעל קימתא דמיתא מתדינ אנא יומנא קדמיכונ ܀
44N	24	22	פילכס דינ מטל דידע הוא לה לאורחא הדא מליאית תהי אנונ כד אמר דמא דאתא כלירכא שׁמע אנא בינתכונ ܀
44N	24	23	ופקד לקנטרונא דנטריוהי לפולוס בניחא ודלא אנשׁ מנ ידועוהי נתכלא דנהוא משׁמשׁ לה ܀
44N	24	24	ומנ בתר קליל יומתא שׁדר פילכס ודורסלא אנתתה דאיתיה הות יהודיתא וקרו לה לפולוס ושׁמעו מנה על הימנותא דמשׁיחא ܀
44N	24	25	וכד ממלל עמהונ על זדיקותא ועל קדישׁותא ועל דינא דעתיד אתמלי דחלתא פילכס ואמר דהשׁא זל ואמתי דנהוא לי אתרא אשׁדר בתרכ ܀
44N	24	26	סבר הוא גיר דשׁוחדא מתיהב הוא לה מנ פולוס מטל הדא אפ אמינאית משׁדר הוא מיתא לה וממלל עמה ܀
44N	24	27	וכד מלי לה תרתינ שׁנינ אחרנא הגמונא אתא הוא לדוכתה דמתקרא הוא פרקיוס פהסטוס פילכס דינ איכ דנעבד טיבותא ביהודיא שׁבקה לפולוס כד אסיר ܀
44N	25	1	וכד אתא פהסטוס לקסריא בתר תלתא יומינ סלק לאורשׁלמ ܀
44N	25	2	ואודעוהי רבי כהנא ורשׁא דיהודיא על פולוס ובעינ הוו מנה ܀
44N	25	3	כד שׁאלינ לה הדא טיבותא דנשׁדר ניתיוהי לאורשׁלמ כד עבדינ הוו כמאנא באורחא דנקטלוניהי ܀
44N	25	4	ופהסטוס פני פתגמא דפולוס מתנטר בקסריא ואנא מסרהב אנא דאחזוק ܀
44N	25	5	אילינ הכיל דאית בכונ דמטיא באידיהונ נחתונ עמנ ועל כל סכלו דאית בה בגברא נקטרגונ ܀
44N	25	6	וכד הוא תמנ יומתא תמניא או עסרא נחת לה לקסריא וליומא אחרנא יתב על בימ ופקד דניתונ לפולוס ܀
44N	25	7	וכד אתא חדרוהי יהודיא דנחתו מנ אורשׁלמ ורשׁא סגיאא וקשׁיא מיתינ הוו בתרה אילינ דלא משׁכחינ הוו דנחוונ ܀
44N	25	8	וכד פולוס נפק הוא רוחא דלא אסכל מדמ לא בנמוסא דיהודיא ולא בהיכלא ולא בקסר ܀
44N	25	9	פהסטוס דינ מטל דצבא הוא דנרשׁא טיבותא ביהודיא אמר לה לפולוס צבא אנת דתסק לאורשׁלמ ותמנ על הלינ תתדינ קדמי ܀
44N	25	10	ענא פולוס ואמר על בימ דקסר קאמ אנא הרכא הו זדק לי למתדנו לא מדמ חטית ליהודיא איכ דאפ אנת ידע אנת ܀
44N	25	11	ואנ סכלותא עבידא לי או מדמ דשׁוא למותא לא משׁתאל אנא מנ מותא אנ דינ לית מדמ צאדי מנ הלינ דמקטרגינ לי לא אנשׁ יהב לי להונ מוהבת בגנוהי דקסר קרא אנא ܀
44N	25	12	הידינ פהסטוס מלל עמ בני מלכה ואמר בגנ קסר קרית לות קסר אזל אנת ܀
44N	25	13	וכד הוו יומתא נחת אגרפוס מלכא וברניקא לקסריא דנשׁאלונ שׁלמה דפהסטוס ܀
44N	25	14	וכד הוו לותה יומתא אשׁתעי פהסטוס למלכא דינה דפולוס כד אמר גברא חד אסירא אשׁתבק מנ אידי פילכס ܀
44N	25	15	וכד הוית באורשׁלמ אודעו לי עלוהי רבי כהנא וקשׁישׁא דיהודיא ובעו דאעבד להונ דינא מנה ܀
44N	25	16	ואמרת להונ דלית עידא לרהומיא דנתלונ ברנשׁא מוהבת לקטלא עדמא דנאתא בעל דינה ונכסיוהי באפוהי ונתיהב לה אתרא למפק ברוחא על מא דמתרשׁא ܀
44N	25	17	וכד אתית לכא דלא תוהיא ליומא אחרנא יתבת על בימ ופקדת דניתוניהי לי לגברא ܀
44N	25	18	וקמו עמה קטרגנוהי ולא אשׁכחו מדמ רשׁינא בישׁא דנחוונ עלוהי איכ מא דסבר הוית ܀
44N	25	19	זטמא דינ מדמ מדמ על דחלתהונ אית הוא להונ לותה ועל ישׁוע אנשׁ דמית הו דאמר הוא פולוס דחי הו ܀
44N	25	20	ומטל דלא קאמ הוית אנא על בעתא דהלינ אמרת הוית לפולוס דאנ בעא אנת דתאזל לאורשׁלמ ותמנ תתדינ על הלינ ܀
44N	25	21	הו דינ בעא דנתנטר לדינה דקסר ופקדת דנתנטר עדמא דאשׁדריוהי לות קסר ܀
44N	25	22	ואמר אגרפוס צבא הוית דאשׁמעיוהי לגברא הנא ופהסטוס אמר דלמחר שׁמע אנת לה ܀
44N	25	23	וליומא אחרנא אתא אגרפוס וברניקא בזוחא סגיאא ועל לבית דינא עמ כלירכא ורשׁא דמדינתא ופקד פהסטוס ואתא פולוס ܀
44N	25	24	ואמר פהסטוס אגרפוס מלכא וכלכונ גברא דאיתיכונ עמנ על הנא גברא דחזינ אנתונ כלה עמא דיהודיא קבלני באורשׁלמ והרכא כד קעינ דלא תוב ולא להנא דנחא ܀
44N	25	25	אנא דינ אדרכת דמדמ דשׁוא למותא לא סעיר לה ומטל דהו בעא דנתנטר לדינה דקסר פקדת דנשׁתדר ܀
44N	25	26	ולא ידע אנא מנא אכתוב עלוהי לקסר מטל הנא צבית למיתיותה קדמיכונ ויתיראית קדמיכ מלכא אגרפא דמא דאשׁתאל דינה אשׁכח מנא אכתוב ܀
44N	25	27	לא גיר ולא דכד משׁדריננ גברא אסירא דלא נכתוב סכלותה ܀
44N	26	1	ואמר אגרפוס לפולוס מפס לכ לממללו על אפי נפשׁכ הידינ פולוס פשׁט אידה ונפק הוא רוחא ואמר ܀
44N	26	2	על כל מא דמתרשׁא אנא מנ יהודיא מלכא אגרפא סבר אנא על נפשׁי דטובנא אנא דקדמיכ יומנא נפק אנא רוחא ܀
44N	26	3	יתיראית דידע אנא דמפס אנת בכלהונ זטמא ונמוסא דיהודיא מטל הנא בעא אנא מנכ דבמגרת רוחא תשׁמעני ܀
44N	26	4	ידעינ אנונ גיר אפ הנונ יהודיא אנ צבינ דנסהדונ דוברי דמנ טליותי דהוו לי מנ שׁוריא בעמי ובאורשׁלמ ܀
44N	26	5	מטל דמנ נוגרא מפסינ בי וידעינ דביולפנא רשׁיא דפרישׁא חיית ܀
44N	26	6	והשׁא על סברא דשׁוודיא דהוא הוא לאבהתנ מנ אלהא קאמ אנא ומתדינ אנא ܀
44N	26	7	דעל הנא סברא תרתעסרא שׁרבנ מסברנ דנמנענ בצלותא חפיטתא דאיממא ודלליא ועלוהי על הנא סברא מתרשׁא אנא מנ אידי יהודיא מלכא אגרפא ܀
44N	26	8	מנא דינינ אנתונ לא ולא דנהימנ דמקימ אלהא מיתא ܀
44N	26	9	אנא גיר מנ קדימ סמת ברעיני דסקובלא סגיאא אסעור לוקבל שׁמה דישׁוע נצריא ܀
44N	26	10	הדא דעבדת אפ באורשׁלמ וקדישׁא סגיאא ארמית בית אסירא בשׁולטנא דקבלת מנ רבי כהנא וכד מתקטלינ הוו מנהונ אשׁתותפת לאילינ דחיבו אנונ ܀
44N	26	11	ובכל כנושׁא משׁתנד הוית בהונ כד אלצ הוית דנהוונ מגדפינ בשׁמה דישׁוע וברוגזא סגיאא דמלא הוית עליהונ אפ למדינתא אחרניתא נפק הוית למרדפ אנונ ܀
44N	26	12	וכד אזל הוית מטל הדא לדרמסוק בשׁולטנא ובמפסנותא דרבי כהנא ܀
44N	26	13	בפלגה דיומא באורחא חזית מנ שׁמיא או מלכא דאזלג עלי ועל כל דעמי הוו נוהרא דמיתר מנ דשׁמשׁא ܀
44N	26	14	ונפלנ כלנ על ארעא ושׁמעת קלא כד אמר לי עבראית שׁאול שׁאול מנא רדפ אנת לי קשׁא הו לכ למבעטו לעוקסא ܀
44N	26	15	ואנא אמרת מנ אנת מרי ומרנ אמר לי אנא הו ישׁוע נצריא דאנת רדפ אנת ܀
44N	26	16	ואמר לי קומ על רגליכ מטל הדא גיר אתחזית לכ דאקימכ משׁמשׁנא וסהדא דמדמ דחזיתני ודעתיד אנת דתחזיני ܀
44N	26	17	ואפציכ מנ עמא דיהודיא ומנ עממא אחרנא דלותהונ משׁדר אנא לכ ܀
44N	26	18	דתפתח עיניהונ איכ דנהפכונ מנ חשׁוכא לנהירא ומנ שׁולטנה דסטנא לות אלהא ונקבלונ שׁובקנ חטהא ופסא עמ קדישׁא בהימנותא דבי ܀
44N	26	19	מטל הדא מלכא אגרפא לא קמת בחרינא לוקבל חזוא שׁמינא ܀
44N	26	20	אלא אכרזת מנ לקודמינ להנונ דבדרמסוק ולהנונ דבאורשׁלמ ודבכלהינ קוריא דיהוד ואפ לעממא אכרזת דנתובונ ונתפנונ לות אלהא ונעבדונ עבדא דשׁוינ לתיבותא ܀
44N	26	21	ועל אפי הלינ אחדוני יהודיא בהיכלא וצבינ הוו למקטלני ܀
44N	26	22	עדרני דינ אלהא עדמא ליומא הנא והא קאמ אנא ומסהד אנא לזעורא ולרבא כד מדמ לבר מנ מושׁא ונביא לא אמר אנא אלא אילינ דהנונ אמרו דעתידנ דנהוינ ܀
44N	26	23	דנחשׁ משׁיחא ונהוא רשׁיתא דקימתא דמנ בית מיתא ודעתיד דנכרז נוהרא לעמא ולעממא ܀
44N	26	24	וכד הכנא נפק הוא פולוס רוחא קעא פהסטוס בקלא רמא שׁנית לכ פולא ספרא סגיאא עבדכ דתשׁנא ܀
44N	26	25	אמר פולוס לא שׁנית נציחא פהסטוס אלא מלי שׁררא ותקנותא ממלל אנא ܀
44N	26	26	ואפ מלכא אגרפוס יתיראית ידע עליהינ דהלינ ומטל הנא עינ בגלא ממלל אנא קדמוהי מטל דחדא מנ הלינ מלא לא סבר אנא דטעינ לה דלא הוא בטושׁיא סעירנ ܀
44N	26	27	מהימנ אנת מלכא אגרפא לנביא ידע אנא דמהימנ אנת ܀
44N	26	28	אמר לה אגרפוס בקליל מדמ מפיס אנת לי דאהוא כרסטינא ܀
44N	26	29	ופולוס אמר בעא הוית מנ אלהא בקליל ובסגי לא הוא לכ בלחוד אלא אפ לכלהונ אילינ דשׁמעינ לי יומנא דנהוונ אכותי לבר מנ אסורא הלינ ܀
44N	26	30	וקמ לה מלכא והגמונא וברניקא ואילינ דיתבינ הוו עמהונ ܀
44N	26	31	וכד פרקו מנ תמנ ממללינ הוו חד עמ חד ואמרינ דמדמ דשׁוא למותא או לאסורא לא עבד גברא הנא ܀
44N	26	32	ואמר אגרפוס לפהסטוס משׁכח הוא גברא הנא דנשׁתרא אלו בגנ קסר לא קרא ܀
44N	27	1	ופקד עלוהי פהסטס דנשׁתדר לות קסר לאיטליא ואשׁלמה לפולוס ולאסירא אחרנא עמה לגברא חד קנטרונא מנ אספיר סבסטא דשׁמה הוא יוליוס ܀
44N	27	2	וכד הות דנרדא נחתנ לאלפא דאיתיה הות מנ אדרמנטוס מדינתא ואזלא הות לאתרא דאסיא ועל הוא עמנ לאלפא ארסטרכוס מקדוניא דמנ תסלוניקא מדינתא ܀
44N	27	3	וליומא אחרנא מטינ לצידנ ואתחשׁח קנטרונא במרחמנותא לות פולוס ואפס לה דנאזל לות רחמוהי ונתתניח ܀
44N	27	4	ומנ תמנ רדינ ומטל דרוחא סקובלנ הוי אתכרכנ על קופרוס ܀
44N	27	5	ועברנ ימא דקיליקיא ודפמפוליא ומטינ למורא מדינתא דלוקיא ܀
44N	27	6	ואשׁכח תמנ קנטרונא אלפא מנ אלכסנדריא דאזלא הות לאיטליא ואותבנ בה ܀
44N	27	7	ומטל דיקיראית רדיא הות ליומתא סגיאא למחסנ מטינ לוקבל קנידוס גזרתא ומטל דלא שׁבקא הות רוחא דנאזל תריצאית אתכרכנ על קרטא לוקבל סלמונא מדינתא ܀
44N	27	8	ולמחסנ כד רדיננ חדריה מטינ לדוכתא דמתקריא למאנא שׁפירא וקריבא הות לה מדינתא דשׁמה לאסאא ܀
